lake,date_time,temp_c,light_intensity_lux,depth
soapstone,2019-11-21T18:00:00Z,4.311,0,1m
soapstone,2019-11-21T19:00:00Z,4.207,0,1m
soapstone,2019-11-21T20:00:00Z,4.102,0,1m
soapstone,2019-11-21T21:00:00Z,4.102,0,1m
soapstone,2019-11-21T22:00:00Z,3.998,0,1m
soapstone,2019-11-21T23:00:00Z,4.102,0,1m
soapstone,2019-11-22T00:00:00Z,4.207,0,1m
soapstone,2019-11-22T01:00:00Z,4.102,0,1m
soapstone,2019-11-22T02:00:00Z,3.998,0,1m
soapstone,2019-11-22T03:00:00Z,3.893,0,1m
soapstone,2019-11-22T04:00:00Z,3.683,0,1m
soapstone,2019-11-22T05:00:00Z,3.683,0,1m
soapstone,2019-11-22T06:00:00Z,3.578,0,1m
soapstone,2019-11-22T07:00:00Z,3.472,139.9,1m
soapstone,2019-11-22T08:00:00Z,3.472,1248.6,1m
soapstone,2019-11-22T09:00:00Z,3.578,2238.9,1m
soapstone,2019-11-22T10:00:00Z,4.623,41333.6,1m
soapstone,2019-11-22T11:00:00Z,5.244,6200,1m
soapstone,2019-11-22T12:00:00Z,6.978,46844.8,1m
soapstone,2019-11-22T13:00:00Z,5.45,15844.5,1m
soapstone,2019-11-22T14:00:00Z,5.552,12400.1,1m
soapstone,2019-11-22T15:00:00Z,4.831,2583.4,1m
soapstone,2019-11-22T16:00:00Z,4.623,1194.8,1m
soapstone,2019-11-22T17:00:00Z,4.519,21.5,1m
soapstone,2019-11-22T18:00:00Z,4.519,0,1m
soapstone,2019-11-22T19:00:00Z,4.415,0,1m
soapstone,2019-11-22T20:00:00Z,4.415,0,1m
soapstone,2019-11-22T21:00:00Z,4.207,0,1m
soapstone,2019-11-22T22:00:00Z,4.102,0,1m
soapstone,2019-11-22T23:00:00Z,3.998,0,1m
soapstone,2019-11-23T00:00:00Z,4.207,0,1m
soapstone,2019-11-23T01:00:00Z,4.102,0,1m
soapstone,2019-11-23T02:00:00Z,3.998,0,1m
soapstone,2019-11-23T03:00:00Z,3.893,0,1m
soapstone,2019-11-23T04:00:00Z,3.893,0,1m
soapstone,2019-11-23T05:00:00Z,3.893,0,1m
soapstone,2019-11-23T06:00:00Z,3.578,0,1m
soapstone,2019-11-23T07:00:00Z,3.367,118.4,1m
soapstone,2019-11-23T08:00:00Z,3.367,1194.8,1m
soapstone,2019-11-23T09:00:00Z,3.367,2066.7,1m
soapstone,2019-11-23T10:00:00Z,4.311,21355.7,1m
soapstone,2019-11-23T11:00:00Z,5.037,7233.4,1m
soapstone,2019-11-23T12:00:00Z,6.573,37200.2,1m
soapstone,2019-11-23T13:00:00Z,5.347,14466.8,1m
soapstone,2019-11-23T14:00:00Z,5.347,11022.3,1m
soapstone,2019-11-23T15:00:00Z,4.934,2238.9,1m
soapstone,2019-11-23T16:00:00Z,4.727,1054.9,1m
soapstone,2019-11-23T17:00:00Z,4.519,43.1,1m
soapstone,2019-11-23T18:00:00Z,4.415,0,1m
soapstone,2019-11-23T19:00:00Z,4.311,0,1m
soapstone,2019-11-23T20:00:00Z,4.415,0,1m
soapstone,2019-11-23T21:00:00Z,4.102,0,1m
soapstone,2019-11-23T22:00:00Z,4.207,0,1m
soapstone,2019-11-23T23:00:00Z,4.207,0,1m
soapstone,2019-11-24T00:00:00Z,4.102,0,1m
soapstone,2019-11-24T01:00:00Z,3.788,0,1m
soapstone,2019-11-24T02:00:00Z,3.683,0,1m
soapstone,2019-11-24T03:00:00Z,3.578,0,1m
soapstone,2019-11-24T04:00:00Z,3.578,0,1m
soapstone,2019-11-24T05:00:00Z,3.472,0,1m
soapstone,2019-11-24T06:00:00Z,3.367,0,1m
soapstone,2019-11-24T07:00:00Z,3.261,86.1,1m
soapstone,2019-11-24T08:00:00Z,3.261,1550,1m
soapstone,2019-11-24T09:00:00Z,3.261,2497.2,1m
soapstone,2019-11-24T10:00:00Z,4.102,20666.8,1m
soapstone,2019-11-24T11:00:00Z,4.727,15155.7,1m
soapstone,2019-11-24T12:00:00Z,5.552,42711.4,1m
soapstone,2019-11-24T13:00:00Z,5.141,7233.4,1m
soapstone,2019-11-24T14:00:00Z,5.552,10677.8,1m
soapstone,2019-11-24T15:00:00Z,4.934,3961.1,1m
soapstone,2019-11-24T16:00:00Z,4.831,3272.2,1m
soapstone,2019-11-24T17:00:00Z,4.519,21.5,1m
soapstone,2019-11-24T18:00:00Z,4.519,0,1m
soapstone,2019-11-24T19:00:00Z,4.415,0,1m
soapstone,2019-11-24T20:00:00Z,4.311,0,1m
soapstone,2019-11-24T21:00:00Z,4.311,0,1m
soapstone,2019-11-24T22:00:00Z,4.311,0,1m
soapstone,2019-11-24T23:00:00Z,4.102,0,1m
soapstone,2019-11-25T00:00:00Z,3.683,0,1m
soapstone,2019-11-25T01:00:00Z,3.261,0,1m
soapstone,2019-11-25T02:00:00Z,3.049,0,1m
soapstone,2019-11-25T03:00:00Z,2.943,0,1m
soapstone,2019-11-25T04:00:00Z,2.943,0,1m
soapstone,2019-11-25T05:00:00Z,2.943,0,1m
soapstone,2019-11-25T06:00:00Z,2.837,0,1m
soapstone,2019-11-25T07:00:00Z,2.943,64.6,1m
soapstone,2019-11-25T08:00:00Z,3.049,2583.4,1m
soapstone,2019-11-25T09:00:00Z,3.261,4650,1m
soapstone,2019-11-25T10:00:00Z,3.472,8611.2,1m
soapstone,2019-11-25T11:00:00Z,4.207,20666.8,1m
soapstone,2019-11-25T12:00:00Z,4.727,16533.4,1m
soapstone,2019-11-25T13:00:00Z,5.45,17222.3,1m
soapstone,2019-11-25T14:00:00Z,5.141,4650,1m
soapstone,2019-11-25T15:00:00Z,4.519,419.8,1m
soapstone,2019-11-25T16:00:00Z,4.415,549,1m
soapstone,2019-11-25T17:00:00Z,4.207,0,1m
soapstone,2019-11-25T18:00:00Z,4.311,0,1m
soapstone,2019-11-25T19:00:00Z,4.207,0,1m
soapstone,2019-11-25T20:00:00Z,3.998,0,1m
soapstone,2019-11-25T21:00:00Z,3.893,0,1m
soapstone,2019-11-25T22:00:00Z,3.893,0,1m
soapstone,2019-11-25T23:00:00Z,3.788,0,1m
soapstone,2019-11-26T00:00:00Z,3.683,0,1m
soapstone,2019-11-26T01:00:00Z,3.578,0,1m
soapstone,2019-11-26T02:00:00Z,3.472,0,1m
soapstone,2019-11-26T03:00:00Z,3.472,0,1m
soapstone,2019-11-26T04:00:00Z,3.367,0,1m
soapstone,2019-11-26T05:00:00Z,3.261,0,1m
soapstone,2019-11-26T06:00:00Z,3.155,0,1m
soapstone,2019-11-26T07:00:00Z,3.049,0,1m
soapstone,2019-11-26T08:00:00Z,3.049,710.4,1m
soapstone,2019-11-26T09:00:00Z,2.943,602.8,1m
soapstone,2019-11-26T10:00:00Z,3.049,516.7,1m
soapstone,2019-11-26T11:00:00Z,3.049,183,1m
soapstone,2019-11-26T12:00:00Z,3.049,279.9,1m
soapstone,2019-11-26T13:00:00Z,3.049,0,1m
soapstone,2019-11-26T14:00:00Z,2.943,0,1m
soapstone,2019-11-26T15:00:00Z,2.837,0,1m
soapstone,2019-11-26T16:00:00Z,2.837,0,1m
soapstone,2019-11-26T17:00:00Z,1.656,0,1m
soapstone,2019-11-26T18:00:00Z,1.33,0,1m
soapstone,2019-11-26T19:00:00Z,0.893,0,1m
soapstone,2019-11-26T20:00:00Z,1.33,0,1m
soapstone,2019-11-26T21:00:00Z,0.893,0,1m
soapstone,2019-11-26T22:00:00Z,1.003,0,1m
soapstone,2019-11-26T23:00:00Z,0.893,0,1m
soapstone,2019-11-27T00:00:00Z,0.893,0,1m
soapstone,2019-11-27T01:00:00Z,0.674,0,1m
soapstone,2019-11-27T02:00:00Z,0.563,0,1m
soapstone,2019-11-27T03:00:00Z,0.563,0,1m
soapstone,2019-11-27T04:00:00Z,0.563,0,1m
soapstone,2019-11-27T05:00:00Z,0.453,0,1m
soapstone,2019-11-27T06:00:00Z,0.453,0,1m
soapstone,2019-11-27T07:00:00Z,0.453,0,1m
soapstone,2019-11-27T08:00:00Z,0.453,75.3,1m
soapstone,2019-11-27T09:00:00Z,0.563,430.6,1m
soapstone,2019-11-27T10:00:00Z,0.563,775,1m
soapstone,2019-11-27T11:00:00Z,0.563,1356.3,1m
soapstone,2019-11-27T12:00:00Z,0.563,796.5,1m
soapstone,2019-11-27T13:00:00Z,0.563,1087.2,1m
soapstone,2019-11-27T14:00:00Z,0.453,570.5,1m
soapstone,2019-11-27T15:00:00Z,0.453,322.9,1m
soapstone,2019-11-27T16:00:00Z,0.453,107.6,1m
soapstone,2019-11-27T17:00:00Z,0.453,0,1m
soapstone,2019-11-27T18:00:00Z,0.453,0,1m
soapstone,2019-11-27T19:00:00Z,0.453,0,1m
soapstone,2019-11-27T20:00:00Z,0.453,0,1m
soapstone,2019-11-27T21:00:00Z,0.453,0,1m
soapstone,2019-11-27T22:00:00Z,0.453,0,1m
soapstone,2019-11-27T23:00:00Z,0.453,0,1m
soapstone,2019-11-28T00:00:00Z,0.453,0,1m
soapstone,2019-11-28T01:00:00Z,0.453,0,1m
soapstone,2019-11-28T02:00:00Z,0.453,0,1m
soapstone,2019-11-28T03:00:00Z,0.453,0,1m
soapstone,2019-11-28T04:00:00Z,0.453,0,1m
soapstone,2019-11-28T05:00:00Z,0.453,0,1m
soapstone,2019-11-28T06:00:00Z,0.453,0,1m
soapstone,2019-11-28T07:00:00Z,0.453,0,1m
soapstone,2019-11-28T08:00:00Z,0.453,10.8,1m
soapstone,2019-11-28T09:00:00Z,0.453,43.1,1m
soapstone,2019-11-28T10:00:00Z,0.453,150.7,1m
soapstone,2019-11-28T11:00:00Z,0.453,419.8,1m
soapstone,2019-11-28T12:00:00Z,0.453,226,1m
soapstone,2019-11-28T13:00:00Z,0.453,419.8,1m
soapstone,2019-11-28T14:00:00Z,0.453,150.7,1m
soapstone,2019-11-28T15:00:00Z,0.453,139.9,1m
soapstone,2019-11-28T16:00:00Z,0.453,53.8,1m
soapstone,2019-11-28T17:00:00Z,0.343,0,1m
soapstone,2019-11-28T18:00:00Z,0.453,0,1m
soapstone,2019-11-28T19:00:00Z,0.453,0,1m
soapstone,2019-11-28T20:00:00Z,0.453,0,1m
soapstone,2019-11-28T21:00:00Z,0.453,0,1m
soapstone,2019-11-28T22:00:00Z,0.453,0,1m
soapstone,2019-11-28T23:00:00Z,0.453,0,1m
soapstone,2019-11-29T00:00:00Z,0.453,0,1m
soapstone,2019-11-29T01:00:00Z,0.453,0,1m
soapstone,2019-11-29T02:00:00Z,0.453,0,1m
soapstone,2019-11-29T03:00:00Z,0.453,0,1m
soapstone,2019-11-29T04:00:00Z,0.453,0,1m
soapstone,2019-11-29T05:00:00Z,0.453,0,1m
soapstone,2019-11-29T06:00:00Z,0.343,0,1m
soapstone,2019-11-29T07:00:00Z,0.453,0,1m
soapstone,2019-11-29T08:00:00Z,0.453,21.5,1m
soapstone,2019-11-29T09:00:00Z,0.453,64.6,1m
soapstone,2019-11-29T10:00:00Z,0.453,279.9,1m
soapstone,2019-11-29T11:00:00Z,0.453,226,1m
soapstone,2019-11-29T12:00:00Z,0.453,161.5,1m
soapstone,2019-11-29T13:00:00Z,0.453,258.3,1m
soapstone,2019-11-29T14:00:00Z,0.453,430.6,1m
soapstone,2019-11-29T15:00:00Z,0.453,129.2,1m
soapstone,2019-11-29T16:00:00Z,0.453,21.5,1m
soapstone,2019-11-29T17:00:00Z,0.453,0,1m
soapstone,2019-11-29T18:00:00Z,0.453,0,1m
soapstone,2019-11-29T19:00:00Z,0.453,0,1m
soapstone,2019-11-29T20:00:00Z,0.453,0,1m
soapstone,2019-11-29T21:00:00Z,0.453,0,1m
soapstone,2019-11-29T22:00:00Z,0.453,0,1m
soapstone,2019-11-29T23:00:00Z,0.453,0,1m
soapstone,2019-11-30T00:00:00Z,0.453,0,1m
soapstone,2019-11-30T01:00:00Z,0.453,0,1m
soapstone,2019-11-30T02:00:00Z,0.453,0,1m
soapstone,2019-11-30T03:00:00Z,0.453,0,1m
soapstone,2019-11-30T04:00:00Z,0.563,0,1m
soapstone,2019-11-30T05:00:00Z,0.453,0,1m
soapstone,2019-11-30T06:00:00Z,0.563,0,1m
soapstone,2019-11-30T07:00:00Z,0.453,0,1m
soapstone,2019-11-30T08:00:00Z,0.563,0,1m
soapstone,2019-11-30T09:00:00Z,0.563,21.5,1m
soapstone,2019-11-30T10:00:00Z,0.453,21.5,1m
soapstone,2019-11-30T11:00:00Z,0.343,43.1,1m
soapstone,2019-11-30T12:00:00Z,0.563,10.8,1m
soapstone,2019-11-30T13:00:00Z,0.563,32.3,1m
soapstone,2019-11-30T14:00:00Z,0.453,10.8,1m
soapstone,2019-11-30T15:00:00Z,0.453,0,1m
soapstone,2019-11-30T16:00:00Z,0.453,0,1m
soapstone,2019-11-30T17:00:00Z,0.563,0,1m
soapstone,2019-11-30T18:00:00Z,0.563,0,1m
soapstone,2019-11-30T19:00:00Z,0.343,0,1m
soapstone,2019-11-30T20:00:00Z,0.343,0,1m
soapstone,2019-11-30T21:00:00Z,0.453,0,1m
soapstone,2019-11-30T22:00:00Z,0.343,0,1m
soapstone,2019-11-30T23:00:00Z,0.453,0,1m
soapstone,2019-12-01T00:00:00Z,0.453,0,1m
soapstone,2019-12-01T01:00:00Z,0.453,0,1m
soapstone,2019-12-01T02:00:00Z,0.453,0,1m
soapstone,2019-12-01T03:00:00Z,0.453,0,1m
soapstone,2019-12-01T04:00:00Z,0.563,0,1m
soapstone,2019-12-01T05:00:00Z,0.453,0,1m
soapstone,2019-12-01T06:00:00Z,0.563,0,1m
soapstone,2019-12-01T07:00:00Z,0.563,0,1m
soapstone,2019-12-01T08:00:00Z,0.563,0,1m
soapstone,2019-12-01T09:00:00Z,0.563,0,1m
soapstone,2019-12-01T10:00:00Z,0.563,32.3,1m
soapstone,2019-12-01T11:00:00Z,0.563,86.1,1m
soapstone,2019-12-01T12:00:00Z,0.453,236.8,1m
soapstone,2019-12-01T13:00:00Z,0.453,236.8,1m
soapstone,2019-12-01T14:00:00Z,0.453,161.5,1m
soapstone,2019-12-01T15:00:00Z,0.453,86.1,1m
soapstone,2019-12-01T16:00:00Z,0.453,32.3,1m
soapstone,2019-12-01T17:00:00Z,0.563,0,1m
soapstone,2019-12-01T18:00:00Z,0.453,0,1m
soapstone,2019-12-01T19:00:00Z,0.563,0,1m
soapstone,2019-12-01T20:00:00Z,0.453,0,1m
soapstone,2019-12-01T21:00:00Z,0.453,0,1m
soapstone,2019-12-01T22:00:00Z,0.453,0,1m
soapstone,2019-12-01T23:00:00Z,0.563,0,1m
soapstone,2019-12-02T00:00:00Z,0.453,0,1m
soapstone,2019-12-02T01:00:00Z,0.453,0,1m
soapstone,2019-12-02T02:00:00Z,0.453,0,1m
soapstone,2019-12-02T03:00:00Z,0.453,0,1m
soapstone,2019-12-02T04:00:00Z,0.453,0,1m
soapstone,2019-12-02T05:00:00Z,0.343,0,1m
soapstone,2019-12-02T06:00:00Z,0.343,0,1m
soapstone,2019-12-02T07:00:00Z,0.343,0,1m
soapstone,2019-12-02T08:00:00Z,0.343,43.1,1m
soapstone,2019-12-02T09:00:00Z,0.343,107.6,1m
soapstone,2019-12-02T10:00:00Z,0.343,549,1m
soapstone,2019-12-02T11:00:00Z,0.453,893.4,1m
soapstone,2019-12-02T12:00:00Z,0.343,387.5,1m
soapstone,2019-12-02T13:00:00Z,0.453,602.8,1m
soapstone,2019-12-02T14:00:00Z,0.343,366,1m
soapstone,2019-12-02T15:00:00Z,0.343,279.9,1m
soapstone,2019-12-02T16:00:00Z,0.343,183,1m
soapstone,2019-12-02T17:00:00Z,0.343,0,1m
soapstone,2019-12-02T18:00:00Z,0.343,0,1m
soapstone,2019-12-02T19:00:00Z,0.343,0,1m
soapstone,2019-12-02T20:00:00Z,0.343,0,1m
soapstone,2019-12-02T21:00:00Z,0.343,0,1m
soapstone,2019-12-02T22:00:00Z,0.343,0,1m
soapstone,2019-12-02T23:00:00Z,0.343,0,1m
soapstone,2019-12-03T00:00:00Z,0.343,0,1m
soapstone,2019-12-03T01:00:00Z,0.343,0,1m
soapstone,2019-12-03T02:00:00Z,0.343,0,1m
soapstone,2019-12-03T03:00:00Z,0.343,0,1m
soapstone,2019-12-03T04:00:00Z,0.343,0,1m
soapstone,2019-12-03T05:00:00Z,0.343,0,1m
soapstone,2019-12-03T06:00:00Z,0.343,0,1m
soapstone,2019-12-03T07:00:00Z,0.343,0,1m
soapstone,2019-12-03T08:00:00Z,0.343,193.8,1m
soapstone,2019-12-03T09:00:00Z,0.343,387.5,1m
soapstone,2019-12-03T10:00:00Z,0.453,1022.6,1m
soapstone,2019-12-03T11:00:00Z,0.453,1377.8,1m
soapstone,2019-12-03T12:00:00Z,0.453,861.1,1m
soapstone,2019-12-03T13:00:00Z,0.453,409,1m
soapstone,2019-12-03T14:00:00Z,0.453,1119.5,1m
soapstone,2019-12-03T15:00:00Z,0.343,301.4,1m
soapstone,2019-12-03T16:00:00Z,0.343,107.6,1m
soapstone,2019-12-03T17:00:00Z,0.343,0,1m
soapstone,2019-12-03T18:00:00Z,0.343,0,1m
soapstone,2019-12-03T19:00:00Z,0.343,0,1m
soapstone,2019-12-03T20:00:00Z,0.343,0,1m
soapstone,2019-12-03T21:00:00Z,0.343,0,1m
soapstone,2019-12-03T22:00:00Z,0.343,0,1m
soapstone,2019-12-03T23:00:00Z,0.343,0,1m
soapstone,2019-12-04T00:00:00Z,0.343,0,1m
soapstone,2019-12-04T01:00:00Z,0.343,0,1m
soapstone,2019-12-04T02:00:00Z,0.343,0,1m
soapstone,2019-12-04T03:00:00Z,0.343,0,1m
soapstone,2019-12-04T04:00:00Z,0.343,0,1m
soapstone,2019-12-04T05:00:00Z,0.343,0,1m
soapstone,2019-12-04T06:00:00Z,0.343,0,1m
soapstone,2019-12-04T07:00:00Z,0.343,0,1m
soapstone,2019-12-04T08:00:00Z,0.343,333.7,1m
soapstone,2019-12-04T09:00:00Z,0.453,1108.7,1m
soapstone,2019-12-04T10:00:00Z,0.453,1151.7,1m
soapstone,2019-12-04T11:00:00Z,0.453,1119.5,1m
soapstone,2019-12-04T12:00:00Z,0.453,1280.9,1m
soapstone,2019-12-04T13:00:00Z,0.453,1636.1,1m
soapstone,2019-12-04T14:00:00Z,0.453,775,1m
soapstone,2019-12-04T15:00:00Z,0.453,656.6,1m
soapstone,2019-12-04T16:00:00Z,0.343,215.3,1m
soapstone,2019-12-04T17:00:00Z,0.343,0,1m
soapstone,2019-12-04T18:00:00Z,0.343,0,1m
soapstone,2019-12-04T19:00:00Z,0.343,0,1m
soapstone,2019-12-04T20:00:00Z,0.343,0,1m
soapstone,2019-12-04T21:00:00Z,0.343,0,1m
soapstone,2019-12-04T22:00:00Z,0.343,0,1m
soapstone,2019-12-04T23:00:00Z,0.343,0,1m
soapstone,2019-12-05T00:00:00Z,0.343,0,1m
soapstone,2019-12-05T01:00:00Z,0.343,0,1m
soapstone,2019-12-05T02:00:00Z,0.343,0,1m
soapstone,2019-12-05T03:00:00Z,0.343,0,1m
soapstone,2019-12-05T04:00:00Z,0.343,0,1m
soapstone,2019-12-05T05:00:00Z,0.343,0,1m
soapstone,2019-12-05T06:00:00Z,0.343,0,1m
soapstone,2019-12-05T07:00:00Z,0.343,0,1m
soapstone,2019-12-05T08:00:00Z,0.343,64.6,1m
soapstone,2019-12-05T09:00:00Z,0.343,215.3,1m
soapstone,2019-12-05T10:00:00Z,0.453,688.9,1m
soapstone,2019-12-05T11:00:00Z,0.453,721.2,1m
soapstone,2019-12-05T12:00:00Z,0.453,904.2,1m
soapstone,2019-12-05T13:00:00Z,0.453,958,1m
soapstone,2019-12-05T14:00:00Z,0.453,592,1m
soapstone,2019-12-05T15:00:00Z,0.453,258.3,1m
soapstone,2019-12-05T16:00:00Z,0.343,86.1,1m
soapstone,2019-12-05T17:00:00Z,0.453,0,1m
soapstone,2019-12-05T18:00:00Z,0.453,0,1m
soapstone,2019-12-05T19:00:00Z,0.343,0,1m
soapstone,2019-12-05T20:00:00Z,0.343,0,1m
soapstone,2019-12-05T21:00:00Z,0.343,0,1m
soapstone,2019-12-05T22:00:00Z,0.343,0,1m
soapstone,2019-12-05T23:00:00Z,0.343,0,1m
soapstone,2019-12-06T00:00:00Z,0.343,0,1m
soapstone,2019-12-06T01:00:00Z,0.343,0,1m
soapstone,2019-12-06T02:00:00Z,0.343,0,1m
soapstone,2019-12-06T03:00:00Z,0.453,0,1m
soapstone,2019-12-06T04:00:00Z,0.453,0,1m
soapstone,2019-12-06T05:00:00Z,0.453,0,1m
soapstone,2019-12-06T06:00:00Z,0.453,0,1m
soapstone,2019-12-06T07:00:00Z,0.453,0,1m
soapstone,2019-12-06T08:00:00Z,0.453,21.5,1m
soapstone,2019-12-06T09:00:00Z,0.563,290.6,1m
soapstone,2019-12-06T10:00:00Z,0.563,161.5,1m
soapstone,2019-12-06T11:00:00Z,0.563,226,1m
soapstone,2019-12-06T12:00:00Z,0.563,527.4,1m
soapstone,2019-12-06T13:00:00Z,0.563,226,1m
soapstone,2019-12-06T14:00:00Z,0.563,172.2,1m
soapstone,2019-12-06T15:00:00Z,0.674,96.9,1m
soapstone,2019-12-06T16:00:00Z,0.674,21.5,1m
soapstone,2019-12-06T17:00:00Z,0.563,0,1m
soapstone,2019-12-06T18:00:00Z,0.563,0,1m
soapstone,2019-12-06T19:00:00Z,0.674,0,1m
soapstone,2019-12-06T20:00:00Z,0.563,0,1m
soapstone,2019-12-06T21:00:00Z,0.674,0,1m
soapstone,2019-12-06T22:00:00Z,0.674,0,1m
soapstone,2019-12-06T23:00:00Z,0.784,0,1m
soapstone,2019-12-07T00:00:00Z,0.784,0,1m
soapstone,2019-12-07T01:00:00Z,0.784,0,1m
soapstone,2019-12-07T02:00:00Z,0.784,0,1m
soapstone,2019-12-07T03:00:00Z,0.784,0,1m
soapstone,2019-12-07T04:00:00Z,0.784,0,1m
soapstone,2019-12-07T05:00:00Z,0.784,0,1m
soapstone,2019-12-07T06:00:00Z,0.893,0,1m
soapstone,2019-12-07T07:00:00Z,0.784,0,1m
soapstone,2019-12-07T08:00:00Z,0.893,21.5,1m
soapstone,2019-12-07T09:00:00Z,0.893,86.1,1m
soapstone,2019-12-07T10:00:00Z,0.893,75.3,1m
soapstone,2019-12-07T11:00:00Z,0.893,193.8,1m
soapstone,2019-12-07T12:00:00Z,1.003,247.6,1m
soapstone,2019-12-07T13:00:00Z,1.003,193.8,1m
soapstone,2019-12-07T14:00:00Z,1.003,398.3,1m
soapstone,2019-12-07T15:00:00Z,1.003,570.5,1m
soapstone,2019-12-07T16:00:00Z,1.003,75.3,1m
soapstone,2019-12-07T17:00:00Z,1.003,0,1m
soapstone,2019-12-07T18:00:00Z,1.112,0,1m
soapstone,2019-12-07T19:00:00Z,1.112,0,1m
soapstone,2019-12-07T20:00:00Z,1.112,0,1m
soapstone,2019-12-07T21:00:00Z,1.112,0,1m
soapstone,2019-12-07T22:00:00Z,1.112,0,1m
soapstone,2019-12-07T23:00:00Z,1.112,0,1m
soapstone,2019-12-08T00:00:00Z,1.112,0,1m
soapstone,2019-12-08T01:00:00Z,1.112,0,1m
soapstone,2019-12-08T02:00:00Z,1.112,0,1m
soapstone,2019-12-08T03:00:00Z,1.112,0,1m
soapstone,2019-12-08T04:00:00Z,1.112,0,1m
soapstone,2019-12-08T05:00:00Z,1.112,0,1m
soapstone,2019-12-08T06:00:00Z,1.112,0,1m
soapstone,2019-12-08T07:00:00Z,1.112,0,1m
soapstone,2019-12-08T08:00:00Z,1.112,161.5,1m
soapstone,2019-12-08T09:00:00Z,1.221,344.4,1m
soapstone,2019-12-08T10:00:00Z,1.221,1054.9,1m
soapstone,2019-12-08T11:00:00Z,1.33,1463.9,1m
soapstone,2019-12-08T12:00:00Z,1.33,1119.5,1m
soapstone,2019-12-08T13:00:00Z,1.33,807.3,1m
soapstone,2019-12-08T14:00:00Z,1.33,1173.3,1m
soapstone,2019-12-08T15:00:00Z,1.33,613.5,1m
soapstone,2019-12-08T16:00:00Z,1.33,236.8,1m
soapstone,2019-12-08T17:00:00Z,1.33,0,1m
soapstone,2019-12-08T18:00:00Z,1.33,0,1m
soapstone,2019-12-08T19:00:00Z,1.33,0,1m
soapstone,2019-12-08T20:00:00Z,1.33,0,1m
soapstone,2019-12-08T21:00:00Z,1.439,0,1m
soapstone,2019-12-08T22:00:00Z,1.439,0,1m
soapstone,2019-12-08T23:00:00Z,1.439,0,1m
soapstone,2019-12-09T00:00:00Z,1.439,0,1m
soapstone,2019-12-09T01:00:00Z,1.439,0,1m
soapstone,2019-12-09T02:00:00Z,1.439,0,1m
soapstone,2019-12-09T03:00:00Z,1.439,0,1m
soapstone,2019-12-09T04:00:00Z,1.439,0,1m
soapstone,2019-12-09T05:00:00Z,1.439,0,1m
soapstone,2019-12-09T06:00:00Z,1.439,0,1m
soapstone,2019-12-09T07:00:00Z,1.439,0,1m
soapstone,2019-12-09T08:00:00Z,1.439,107.6,1m
soapstone,2019-12-09T09:00:00Z,1.439,193.8,1m
soapstone,2019-12-09T10:00:00Z,1.548,355.2,1m
soapstone,2019-12-09T11:00:00Z,1.548,764.2,1m
soapstone,2019-12-09T12:00:00Z,1.548,355.2,1m
soapstone,2019-12-09T13:00:00Z,1.656,462.9,1m
soapstone,2019-12-09T14:00:00Z,1.656,871.9,1m
soapstone,2019-12-09T15:00:00Z,1.656,279.9,1m
soapstone,2019-12-09T16:00:00Z,1.764,172.2,1m
soapstone,2019-12-09T17:00:00Z,1.656,0,1m
soapstone,2019-12-09T18:00:00Z,1.764,0,1m
soapstone,2019-12-09T19:00:00Z,1.764,0,1m
soapstone,2019-12-09T20:00:00Z,1.764,0,1m
soapstone,2019-12-09T21:00:00Z,1.764,0,1m
soapstone,2019-12-09T22:00:00Z,1.764,0,1m
soapstone,2019-12-09T23:00:00Z,1.764,0,1m
soapstone,2019-12-10T00:00:00Z,1.764,0,1m
soapstone,2019-12-10T01:00:00Z,1.764,0,1m
soapstone,2019-12-10T02:00:00Z,1.764,0,1m
soapstone,2019-12-10T03:00:00Z,1.764,0,1m
soapstone,2019-12-10T04:00:00Z,1.764,0,1m
soapstone,2019-12-10T05:00:00Z,1.764,0,1m
soapstone,2019-12-10T06:00:00Z,1.764,0,1m
soapstone,2019-12-10T07:00:00Z,1.764,0,1m
soapstone,2019-12-10T08:00:00Z,1.764,96.9,1m
soapstone,2019-12-10T09:00:00Z,1.764,344.4,1m
soapstone,2019-12-10T10:00:00Z,1.764,731.9,1m
soapstone,2019-12-10T11:00:00Z,1.872,1044.1,1m
soapstone,2019-12-10T12:00:00Z,1.98,1550,1m
soapstone,2019-12-10T13:00:00Z,1.98,1119.5,1m
soapstone,2019-12-10T14:00:00Z,1.98,1463.9,1m
soapstone,2019-12-10T15:00:00Z,1.872,731.9,1m
soapstone,2019-12-10T16:00:00Z,1.872,279.9,1m
soapstone,2019-12-10T17:00:00Z,1.98,0,1m
soapstone,2019-12-10T18:00:00Z,1.872,0,1m
soapstone,2019-12-10T19:00:00Z,1.98,0,1m
soapstone,2019-12-10T20:00:00Z,1.98,0,1m
soapstone,2019-12-10T21:00:00Z,1.98,0,1m
soapstone,2019-12-10T22:00:00Z,1.98,0,1m
soapstone,2019-12-10T23:00:00Z,1.98,0,1m
soapstone,2019-12-11T00:00:00Z,1.98,0,1m
soapstone,2019-12-11T01:00:00Z,1.872,0,1m
soapstone,2019-12-11T02:00:00Z,1.98,0,1m
soapstone,2019-12-11T03:00:00Z,1.98,0,1m
soapstone,2019-12-11T04:00:00Z,1.98,0,1m
soapstone,2019-12-11T05:00:00Z,1.98,0,1m
soapstone,2019-12-11T06:00:00Z,1.98,0,1m
